8 105.101 2 11.6959
10 98.9306 2 11.0267
12 97.1851 2 10.1519
14 101.079 2 8.91725
16 108.784 2 7.5835
18 116.633 2 6.4604
20 122.324 2 5.6195
24 126.851 2 4.55138
30 125.608 2 3.71827
40 120.763 2 3.05088
50 117.092 2 2.68784
60 114.298 2 2.44391
70 111.98 2 2.26105
80 109.991 2 2.11511
90 108.288 2 1.99403
100 106.848 2 1.89098
