8 2.53116 0.025 -1234
10 2.56855 0.025 -1234
12 2.59808 0.025 -1234
14 2.63173 0.025 -1234
16 2.68379 0.025 -1234
18 2.75926 0.025 -1234
20 2.85194 0.025 -1234
22 2.95059 0.025 -1234
24 3.04551 0.025 -1234
26 3.13119 0.025 -1234
28 3.20574 0.025 -1234
30 3.26943 0.025 -1234
32 3.32348 0.025 -1234
36 3.4086 0.025 -1234
40 3.47185 0.025 -1234
