20 4
8 2.89425 0.02 -1234
10 2.9951 0.02 -1234
12 3.09348 0.02 -1234
14 3.19092 0.02 -1234
16 3.28544 0.02 -1234
18 3.37318 0.02 -1234
20 3.45096 0.02 -1234
22 3.51764 0.02 -1234
24 3.57385 0.02 -1234
26 3.62113 0.02 -1234
28 3.66119 0.02 -1234
30 3.69554 0.02 -1234
32 3.72542 0.02 -1234
36 3.77542 0.02 -1234
40 3.81641 0.02 -1234
50 3.89614 0.02 -1234
60 3.95698 0.02 -1234
70 4.00574 0.02 -1234
80 4.04535 0.02 -1234
90 4.07771 0.02 -1234
